customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
C0717,Male,0,No,Yes,71,No,No phone service,No,No,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),119.27,18.11,No
C0718,Male,0,No,No,29,Yes,Yes,Fiber optic,No,No,Yes,No internet service,No internet service,Yes,Month-to-month,Yes,Electronic check,97.99,522.19,No
C0719,Female,1,Yes,Yes,11,Yes,No phone service,DSL,No internet service,Yes,No internet service,Yes,No,Yes,One year,No,Electronic check,34.54,5942.36,No
C0720,Male,0,No,No,41,No,No phone service,DSL,No internet service,No internet service,No,No,No,Yes,One year,No,Credit card (automatic),117.73,6828.2,No
C0721,Female,1,No,No,59,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,One year,No,Electronic check,51.44,6105.54,No
C0722,Female,1,Yes,No,68,No,Yes,No,No internet service,Yes,Yes,No,Yes,No internet service,Two year,No,Bank transfer (automatic),52.03,5641.67,Yes
C0723,Male,1,Yes,No,4,No,No,DSL,No,No internet service,Yes,Yes,No,No internet service,Two year,Yes,Credit card (automatic),88.11,6018.02,No
C0724,Female,1,No,Yes,21,Yes,Yes,No,No internet service,Yes,No internet service,Yes,No internet service,No,Two year,No,Mailed check,23.0,6291.2,Yes
C0725,Male,1,No,No,34,Yes,No,No,No,Yes,Yes,No,No,Yes,Two year,Yes,Mailed check,102.23,6162.17,Yes
C0726,Female,1,Yes,Yes,7,No,No phone service,DSL,No internet service,No internet service,No internet service,No internet service,No,Yes,One year,No,Mailed check,119.72,6277.79,No
C0727,Male,1,Yes,No,63,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,Yes,Yes,Two year,Yes,Mailed check,97.06,645.84,No
C0728,Male,0,No,Yes,8,Yes,Yes,DSL,No internet service,No internet service,No,No internet service,No internet service,No,One year,Yes,Mailed check,97.73,554.67,No
C0729,Female,0,Yes,No,48,Yes,Yes,No,No internet service,No,No internet service,No internet service,No internet service,No,Month-to-month,No,Bank transfer (automatic),57.81,3081.02,No
C0730,Female,1,No,No,66,No,No phone service,Fiber optic,No,No internet service,No,No,No internet service,Yes,Month-to-month,No,Credit card (automatic),24.72,4493.08,Yes
C0731,Male,1,No,No,49,Yes,Yes,DSL,Yes,Yes,No internet service,Yes,No,No,Month-to-month,Yes,Credit card (automatic),98.85,6486.53,No
C0732,Female,1,No,Yes,55,No,No,DSL,No,No,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),78.91,2856.99,Yes
C0733,Female,1,Yes,No,19,Yes,No phone service,Fiber optic,No,Yes,No,No internet service,No,No,Month-to-month,Yes,Electronic check,110.75,2351.54,No
C0734,Male,1,Yes,Yes,59,No,Yes,DSL,No internet service,No,No,No,Yes,No internet service,Two year,No,Mailed check,29.83,6646.24,No
C0735,Female,1,Yes,Yes,30,No,No,DSL,No,Yes,No internet service,No internet service,Yes,Yes,Two year,Yes,Credit card (automatic),49.12,2132.88,No
C0736,Female,1,No,Yes,5,Yes,No,DSL,No,Yes,Yes,Yes,No,No,One year,No,Bank transfer (automatic),54.79,6980.38,No
C0737,Male,0,Yes,No,27,No,Yes,Fiber optic,Yes,No,No internet service,Yes,No,No,Two year,No,Mailed check,87.69,1520.45,No
C0738,Female,0,Yes,No,25,Yes,No,No,No internet service,No internet service,Yes,Yes,Yes,No internet service,Two year,No,Mailed check,98.35,3067.05,No
C0739,Female,0,Yes,No,38,Yes,No,Fiber optic,No,No,Yes,Yes,No internet service,No,Two year,No,Electronic check,116.02,3419.92,Yes
C0740,Female,0,Yes,Yes,19,No,Yes,DSL,Yes,No,No,No,No,No,One year,No,Mailed check,48.13,2558.45,No
C0741,Female,1,Yes,Yes,33,No,No phone service,Fiber optic,Yes,No,Yes,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,68.35,46.47,Yes
C0742,Female,0,No,No,31,No,No,No,No internet service,No,No,No,Yes,No,Month-to-month,No,Mailed check,20.95,2015.59,No
C0743,Male,0,No,Yes,24,Yes,Yes,DSL,Yes,Yes,No internet service,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),43.8,2881.98,No
C0744,Female,0,Yes,Yes,50,Yes,No phone service,DSL,No,No,No internet service,No,Yes,Yes,Two year,No,Mailed check,56.15,2678.17,No
C0745,Male,1,Yes,No,22,Yes,No phone service,DSL,No,No internet service,Yes,Yes,No internet service,No,One year,Yes,Electronic check,78.57,6681.08,No
C0746,Female,1,Yes,Yes,55,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),66.03,419.77,Yes
C0747,Male,0,No,No,18,Yes,Yes,DSL,Yes,No,No,Yes,No internet service,No,Two year,Yes,Mailed check,55.18,3317.06,No
C0748,Male,1,Yes,No,62,No,No,Fiber optic,No internet service,No internet service,Yes,Yes,No internet service,Yes,Month-to-month,Yes,Mailed check,81.66,336.21,Yes
C0749,Male,1,No,No,26,Yes,No,No,No,No,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),102.52,7911.75,No
C0750,Female,1,Yes,No,3,No,No phone service,Fiber optic,Yes,Yes,No,Yes,No,No,One year,No,Bank transfer (automatic),42.65,6720.56,No
C0751,Male,1,Yes,No,11,Yes,No,Fiber optic,Yes,No,No internet service,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),52.97,8348.69,No
C0752,Male,1,No,No,58,Yes,No,DSL,No,No internet service,Yes,No,No,No internet service,Month-to-month,Yes,Electronic check,89.9,7737.98,Yes
C0753,Female,0,No,Yes,62,Yes,Yes,DSL,No internet service,Yes,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),97.35,2696.72,Yes
C0754,Female,1,No,Yes,16,Yes,No,DSL,No internet service,No,No internet service,No,No internet service,No internet service,Two year,Yes,Electronic check,102.19,5884.01,No
C0755,Male,0,No,Yes,43,Yes,No phone service,No,Yes,No internet service,No internet service,Yes,No internet service,Yes,Two year,No,Credit card (automatic),39.35,2618.19,Yes
C0756,Female,0,No,No,41,Yes,No,DSL,No internet service,Yes,Yes,Yes,Yes,No internet service,One year,Yes,Mailed check,73.01,7551.81,Yes
C0757,Male,1,No,No,10,No,No,DSL,No internet service,No,Yes,No internet service,Yes,No internet service,One year,No,Mailed check,109.8,3502.01,No
C0758,Male,1,Yes,Yes,33,No,Yes,No,Yes,No internet service,No,No internet service,No internet service,No internet service,One year,No,Mailed check,57.98,3206.28,No
C0759,Female,1,Yes,No,50,Yes,No phone service,Fiber optic,Yes,No,No internet service,Yes,No,Yes,One year,No,Mailed check,61.85,7771.13,Yes
C0760,Male,0,Yes,Yes,69,Yes,Yes,Fiber optic,No internet service,No,Yes,Yes,No,No internet service,One year,Yes,Bank transfer (automatic),118.45,7115.23,No
C0761,Female,0,Yes,No,61,Yes,Yes,No,No,Yes,Yes,Yes,No internet service,Yes,One year,Yes,Mailed check,29.53,8215.12,No
C0762,Female,0,Yes,No,7,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,Yes,Yes,No internet service,One year,Yes,Electronic check,89.97,581.95,No
C0763,Female,1,Yes,No,17,Yes,No phone service,No,Yes,No,No internet service,Yes,No internet service,No,One year,Yes,Bank transfer (automatic),104.72,2082.0,No
C0764,Male,1,Yes,Yes,32,Yes,No,Fiber optic,Yes,No internet service,No internet service,No,No,No,One year,Yes,Mailed check,33.38,2569.88,Yes
C0765,Female,1,No,Yes,11,No,No phone service,No,Yes,No,No internet service,No internet service,No,No,Two year,Yes,Electronic check,90.87,3617.35,Yes
C0766,Female,1,Yes,No,41,Yes,No,No,Yes,No,No internet service,No internet service,No,Yes,Month-to-month,No,Credit card (automatic),65.91,4031.09,No
C0767,Male,0,No,No,1,Yes,No,Fiber optic,No,No,Yes,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,104.99,2490.27,No
C0768,Male,0,Yes,No,9,Yes,No,DSL,Yes,No internet service,Yes,No,No,No internet service,One year,Yes,Bank transfer (automatic),110.56,6722.6,Yes
C0769,Male,0,No,Yes,4,No,Yes,No,No internet service,No internet service,Yes,No,Yes,No internet service,Month-to-month,Yes,Electronic check,106.99,1911.56,Yes
C0770,Female,0,No,Yes,21,Yes,No,DSL,No,Yes,Yes,No,Yes,No internet service,Month-to-month,No,Mailed check,24.57,5925.86,No
C0771,Female,0,Yes,Yes,55,Yes,No phone service,DSL,No internet service,No internet service,No internet service,Yes,No internet service,No internet service,Two year,Yes,Mailed check,95.2,7242.7,No
C0772,Male,0,Yes,No,13,Yes,No phone service,Fiber optic,No,No internet service,No,No,No,No internet service,One year,No,Electronic check,112.0,5138.57,No
C0773,Female,0,No,Yes,71,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),81.38,3021.98,Yes
C0774,Female,1,No,Yes,20,Yes,No phone service,DSL,No,Yes,Yes,No,Yes,No internet service,Two year,Yes,Mailed check,79.29,1611.69,Yes
C0775,Female,0,Yes,Yes,4,No,No phone service,No,Yes,No internet service,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),22.59,1157.52,No
C0776,Male,0,No,No,24,Yes,No,No,No internet service,No internet service,No,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),105.32,6330.09,Yes
C0777,Male,0,No,No,54,Yes,No,No,No internet service,No,No,No internet service,No internet service,No,Month-to-month,No,Mailed check,22.73,3997.18,Yes
C0778,Male,0,Yes,No,8,No,Yes,Fiber optic,Yes,No,Yes,No internet service,No,No,One year,Yes,Bank transfer (automatic),49.98,410.88,No
C0779,Female,1,Yes,Yes,6,Yes,Yes,DSL,No,No internet service,No internet service,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),112.44,8362.93,No
C0780,Female,0,Yes,Yes,61,Yes,No phone service,Fiber optic,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Electronic check,114.87,5711.99,Yes
C0781,Female,0,No,Yes,43,Yes,Yes,DSL,Yes,Yes,No,No internet service,Yes,No,Month-to-month,No,Bank transfer (automatic),119.17,7178.36,No
C0782,Male,0,No,Yes,25,No,No,No,Yes,No internet service,No,No internet service,No,No,Month-to-month,Yes,Electronic check,66.59,3734.72,No
C0783,Male,1,No,No,54,No,No phone service,Fiber optic,No internet service,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,36.1,8122.03,Yes
C0784,Male,1,No,No,60,No,Yes,Fiber optic,Yes,No,No internet service,Yes,No internet service,No internet service,Month-to-month,Yes,Mailed check,67.77,1710.37,No
C0785,Female,0,Yes,No,26,No,No phone service,Fiber optic,No,No,No internet service,No,Yes,Yes,Month-to-month,Yes,Mailed check,28.44,1588.32,No
C0786,Male,0,Yes,Yes,40,No,No,No,Yes,No,Yes,No,Yes,No internet service,Month-to-month,No,Electronic check,107.0,7569.82,No
C0787,Female,0,Yes,Yes,1,No,Yes,Fiber optic,No,Yes,No,No internet service,Yes,Yes,Two year,Yes,Bank transfer (automatic),75.17,7581.54,No
C0788,Female,0,Yes,No,22,No,Yes,No,Yes,No internet service,Yes,No,No,Yes,Two year,No,Mailed check,59.26,4250.68,No
C0789,Male,1,No,Yes,43,No,No phone service,No,No,No internet service,No,Yes,No,Yes,Two year,Yes,Electronic check,26.11,1084.92,Yes
C0790,Male,1,No,Yes,14,No,No phone service,No,No,Yes,No,No internet service,Yes,Yes,Two year,No,Electronic check,59.33,2606.85,No
C0791,Male,1,Yes,Yes,71,Yes,No phone service,Fiber optic,No,No,No,No internet service,No internet service,Yes,Two year,No,Bank transfer (automatic),106.35,6414.72,No
C0792,Female,0,No,Yes,69,Yes,No phone service,No,No,Yes,Yes,Yes,No,No internet service,One year,Yes,Bank transfer (automatic),89.75,7193.7,Yes
C0793,Female,0,No,No,19,No,Yes,DSL,Yes,Yes,Yes,Yes,No internet service,No internet service,One year,No,Bank transfer (automatic),26.41,2966.81,No
C0794,Male,0,Yes,No,29,Yes,No phone service,DSL,No,No internet service,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),34.31,537.38,No
C0795,Male,0,No,Yes,14,Yes,Yes,Fiber optic,No internet service,No,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Credit card (automatic),58.02,5664.69,No
C0796,Female,1,No,No,36,No,Yes,No,No,No,No,No,Yes,No internet service,One year,No,Credit card (automatic),28.34,6290.41,No
C0797,Male,0,No,Yes,9,No,No phone service,DSL,Yes,No internet service,No internet service,No,No,No,Two year,No,Credit card (automatic),113.27,3614.49,No
C0798,Male,0,No,Yes,28,No,No,Fiber optic,No internet service,No internet service,Yes,No internet service,No,No,Month-to-month,No,Credit card (automatic),84.53,4963.83,No
C0799,Male,1,Yes,Yes,40,Yes,No,DSL,No internet service,No internet service,Yes,Yes,No internet service,No internet service,Two year,Yes,Credit card (automatic),27.67,8392.89,No
C0800,Male,0,No,No,44,Yes,No phone service,Fiber optic,No internet service,No internet service,No,Yes,No internet service,No,Two year,Yes,Mailed check,98.38,2096.08,No
C0801,Male,0,Yes,No,43,Yes,Yes,DSL,No internet service,No,No internet service,No internet service,Yes,No,One year,Yes,Bank transfer (automatic),55.58,4878.0,No
C0802,Female,0,No,No,16,Yes,No,No,No internet service,No,Yes,No,Yes,No internet service,One year,No,Bank transfer (automatic),42.98,5200.17,No
C0803,Female,0,Yes,Yes,57,No,No phone service,No,No internet service,Yes,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,76.14,4675.53,No
C0804,Female,0,Yes,Yes,50,Yes,No,No,No,No internet service,No,No internet service,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),19.36,7389.96,No
C0805,Female,0,No,No,54,Yes,No,No,Yes,Yes,No,Yes,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),65.47,5149.67,No
C0806,Female,0,Yes,Yes,34,Yes,No,DSL,No,No internet service,No internet service,No internet service,Yes,No internet service,Two year,Yes,Bank transfer (automatic),104.07,4325.92,Yes
C0807,Male,0,Yes,Yes,64,No,No phone service,Fiber optic,Yes,No internet service,Yes,No internet service,No,Yes,One year,No,Credit card (automatic),112.66,1061.41,No
C0808,Male,0,No,No,28,Yes,Yes,DSL,No internet service,Yes,Yes,No internet service,Yes,Yes,Month-to-month,No,Bank transfer (automatic),52.94,5982.62,Yes
C0809,Female,1,Yes,No,58,Yes,No phone service,Fiber optic,No,No internet service,No,No,Yes,No,One year,No,Credit card (automatic),83.53,1138.53,Yes
C0810,Male,0,No,Yes,15,No,No phone service,Fiber optic,No internet service,No internet service,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),41.14,243.37,No
C0811,Female,1,Yes,Yes,18,No,No phone service,No,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),75.14,4161.72,No
C0812,Female,1,Yes,No,38,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,43.91,4873.48,No
C0813,Male,0,No,Yes,40,No,No,No,No internet service,No internet service,No,No,No internet service,No internet service,Two year,No,Electronic check,76.28,8491.98,Yes
C0814,Female,1,Yes,Yes,53,No,No,Fiber optic,No,No,Yes,Yes,Yes,No internet service,Two year,No,Mailed check,35.52,6059.96,Yes
C0815,Female,0,Yes,Yes,22,Yes,Yes,No,No,Yes,Yes,No,Yes,No internet service,One year,No,Bank transfer (automatic),114.01,7215.74,Yes
C0816,Male,0,No,Yes,62,Yes,No phone service,Fiber optic,No,Yes,No internet service,No,No,No internet service,Two year,Yes,Credit card (automatic),108.47,2956.06,No
C0817,Male,0,No,No,24,No,No,Fiber optic,No internet service,No internet service,Yes,Yes,No,No internet service,One year,No,Credit card (automatic),52.37,4334.61,Yes
C0818,Female,0,Yes,No,38,Yes,No phone service,No,No internet service,No,No,No internet service,Yes,No,One year,Yes,Bank transfer (automatic),97.22,8281.75,No
C0819,Female,0,No,No,67,No,Yes,No,Yes,Yes,No internet service,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),27.74,3558.29,Yes
C0820,Male,0,No,Yes,39,No,No phone service,DSL,No,No internet service,No internet service,No internet service,No,No,Two year,No,Credit card (automatic),93.52,6865.44,No
C0821,Female,1,No,Yes,49,No,No,Fiber optic,No,Yes,Yes,No internet service,Yes,No internet service,Two year,No,Bank transfer (automatic),46.81,4479.44,No
C0822,Male,0,Yes,No,65,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,31.84,1917.64,No
C0823,Female,1,No,Yes,70,Yes,Yes,Fiber optic,Yes,No,No internet service,Yes,No internet service,No,Two year,Yes,Bank transfer (automatic),87.18,4941.11,No
C0824,Female,1,No,No,36,No,No,No,No internet service,Yes,No internet service,No,No,No,Two year,No,Mailed check,65.92,1867.6,Yes
C0825,Male,1,No,No,30,No,No,No,No internet service,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),72.07,43.67,No
C0826,Female,0,Yes,Yes,14,Yes,No,DSL,Yes,No internet service,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),71.09,2018.87,No
C0827,Female,1,No,No,39,No,Yes,Fiber optic,Yes,No internet service,Yes,Yes,No internet service,No internet service,One year,No,Mailed check,24.06,1656.25,Yes
C0828,Female,1,No,No,66,Yes,No,Fiber optic,No,No internet service,No internet service,No,No,Yes,One year,No,Mailed check,23.24,3164.15,No
C0829,Male,1,Yes,Yes,35,Yes,Yes,Fiber optic,Yes,Yes,No internet service,Yes,No,No internet service,One year,No,Electronic check,79.32,7555.08,No
C0830,Male,0,No,No,25,Yes,No,DSL,No internet service,Yes,Yes,No,No internet service,No internet service,One year,No,Mailed check,81.63,3307.77,No
C0831,Male,1,No,Yes,8,Yes,Yes,DSL,No internet service,No internet service,No,No,Yes,No internet service,Two year,No,Credit card (automatic),22.81,7186.88,No
C0832,Male,1,Yes,No,28,No,No,Fiber optic,No internet service,No,No,No,Yes,No internet service,One year,No,Bank transfer (automatic),56.6,4730.71,No
C0833,Male,0,No,No,17,Yes,No,Fiber optic,No,No internet service,Yes,No internet service,No,No,Month-to-month,No,Credit card (automatic),80.51,82.59,No
C0834,Female,0,Yes,Yes,70,Yes,Yes,No,No internet service,Yes,Yes,No internet service,Yes,Yes,Month-to-month,No,Credit card (automatic),84.98,1618.86,Yes
C0835,Female,0,No,No,38,No,No phone service,Fiber optic,Yes,No internet service,No internet service,No internet service,Yes,No,Two year,Yes,Credit card (automatic),102.48,7917.1,Yes
C0836,Female,1,No,Yes,10,No,No phone service,Fiber optic,Yes,No,No,No internet service,Yes,Yes,Two year,No,Electronic check,60.91,5142.6,Yes
C0837,Male,0,No,No,5,Yes,Yes,Fiber optic,Yes,No internet service,Yes,No internet service,No internet service,Yes,One year,No,Mailed check,73.92,7902.42,No
C0838,Male,0,Yes,No,61,Yes,Yes,No,No internet service,Yes,Yes,Yes,No,No internet service,Month-to-month,Yes,Electronic check,77.01,2648.44,No
C0839,Female,1,No,No,67,No,No phone service,Fiber optic,No,No,No,Yes,No internet service,No,Month-to-month,Yes,Electronic check,49.83,6095.88,Yes
C0840,Male,0,Yes,No,55,No,Yes,Fiber optic,Yes,No internet service,No internet service,No,Yes,No,Month-to-month,No,Electronic check,23.49,6566.32,No
C0841,Female,0,No,Yes,9,No,No phone service,DSL,Yes,No,No,No,No,No internet service,Month-to-month,No,Mailed check,18.43,8293.88,Yes
C0842,Female,1,No,No,7,No,No,No,No,No,No internet service,No internet service,No,Yes,One year,No,Electronic check,103.28,172.17,No
C0843,Male,1,Yes,Yes,15,Yes,No,No,Yes,Yes,No,Yes,No,No internet service,Month-to-month,Yes,Credit card (automatic),38.42,8094.88,Yes
C0844,Male,1,Yes,No,54,No,Yes,DSL,No,No internet service,No internet service,Yes,No internet service,No,Month-to-month,No,Bank transfer (automatic),82.29,3339.47,No
C0845,Male,1,Yes,Yes,55,Yes,No,Fiber optic,No,Yes,No internet service,No internet service,No internet service,No,Month-to-month,No,Bank transfer (automatic),76.86,7125.85,No
C0846,Male,0,No,No,60,Yes,Yes,DSL,Yes,No,Yes,No internet service,No,No,Two year,No,Bank transfer (automatic),58.76,4638.25,No
C0847,Male,1,Yes,Yes,7,No,No,No,Yes,No internet service,Yes,Yes,No internet service,No,One year,No,Credit card (automatic),103.02,4807.36,Yes
C0848,Female,1,Yes,No,11,No,No,DSL,No,No,No internet service,Yes,Yes,No,Month-to-month,Yes,Electronic check,89.24,3066.24,No
C0849,Female,0,Yes,Yes,64,Yes,Yes,DSL,No,No,No internet service,No,Yes,No,Two year,No,Mailed check,20.32,7045.1,No
C0850,Female,0,Yes,No,66,Yes,No,DSL,Yes,Yes,Yes,No,No internet service,Yes,One year,Yes,Mailed check,97.22,2257.36,Yes
C0851,Female,0,Yes,Yes,52,No,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),69.71,4193.19,No
C0852,Female,0,Yes,Yes,8,Yes,No phone service,DSL,No,No internet service,No internet service,No,Yes,No,Two year,Yes,Bank transfer (automatic),53.4,4769.4,Yes
C0853,Male,0,Yes,Yes,5,No,Yes,Fiber optic,Yes,Yes,No internet service,No internet service,Yes,Yes,Two year,Yes,Credit card (automatic),92.14,6316.06,Yes
C0854,Male,0,No,Yes,4,Yes,No phone service,No,No,No,Yes,No internet service,Yes,No,One year,No,Bank transfer (automatic),87.98,4018.41,No
C0855,Female,1,Yes,No,50,No,No phone service,No,Yes,No,No internet service,No internet service,No,No internet service,Month-to-month,Yes,Electronic check,49.68,5788.16,Yes
C0856,Male,0,No,Yes,61,Yes,No phone service,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),118.27,4134.26,No
C0857,Male,1,No,Yes,45,Yes,No phone service,DSL,Yes,No internet service,No internet service,No internet service,No,Yes,One year,Yes,Credit card (automatic),84.17,5610.36,No
C0858,Female,1,No,Yes,19,Yes,No,DSL,Yes,No,Yes,Yes,No internet service,Yes,Two year,Yes,Bank transfer (automatic),79.79,5736.08,Yes
C0859,Female,1,Yes,Yes,54,No,No phone service,No,Yes,Yes,No,Yes,Yes,No internet service,Two year,No,Bank transfer (automatic),25.13,6035.48,Yes
C0860,Female,1,Yes,No,5,No,No phone service,Fiber optic,No internet service,No,Yes,Yes,No internet service,No internet service,Two year,No,Electronic check,46.49,7001.23,No
C0861,Female,0,No,No,59,No,No,Fiber optic,Yes,No internet service,No,No internet service,No,Yes,Two year,Yes,Electronic check,63.59,4604.41,No
C0862,Male,1,No,Yes,64,No,Yes,No,No internet service,No internet service,Yes,No,No,No,One year,Yes,Electronic check,82.32,1657.39,No
C0863,Female,0,No,No,52,Yes,No,Fiber optic,No internet service,No,No,Yes,No,No internet service,One year,No,Electronic check,70.3,5782.71,No
C0864,Female,1,Yes,No,63,No,No phone service,DSL,No internet service,No,No internet service,No internet service,Yes,No internet service,Two year,No,Mailed check,95.83,672.12,No
C0865,Female,0,Yes,No,42,No,No phone service,Fiber optic,No internet service,No internet service,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),44.78,1875.18,No
C0866,Female,0,Yes,No,34,No,No,No,Yes,Yes,Yes,No,No,Yes,One year,No,Mailed check,89.62,6737.08,Yes
C0867,Female,1,Yes,No,23,No,Yes,DSL,No,Yes,No,Yes,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),101.29,3708.26,No
C0868,Male,0,No,Yes,66,No,No phone service,Fiber optic,No internet service,No,No,Yes,No,No internet service,Two year,Yes,Credit card (automatic),96.04,4242.41,No
C0869,Male,1,Yes,No,50,No,Yes,Fiber optic,No,No,No internet service,Yes,No,No,Month-to-month,No,Credit card (automatic),96.63,8393.1,No
C0870,Male,0,Yes,Yes,14,No,Yes,DSL,Yes,No,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),108.63,2012.73,Yes
C0871,Male,0,No,Yes,68,Yes,No,DSL,No,Yes,Yes,No,No,No internet service,One year,Yes,Credit card (automatic),26.59,183.85,No
C0872,Male,1,No,No,5,No,No phone service,Fiber optic,No internet service,No internet service,No,Yes,Yes,Yes,Two year,Yes,Mailed check,89.11,962.66,Yes
C0873,Male,1,Yes,Yes,42,Yes,Yes,Fiber optic,No internet service,No,No internet service,Yes,No,No internet service,Month-to-month,Yes,Mailed check,116.81,2091.86,No
C0874,Female,0,Yes,No,14,No,No,DSL,No,No internet service,No,No,No internet service,No internet service,One year,No,Mailed check,76.51,6175.25,Yes
C0875,Female,0,No,No,48,Yes,Yes,Fiber optic,Yes,No internet service,Yes,No,Yes,No,One year,Yes,Credit card (automatic),40.17,6598.52,Yes
C0876,Female,0,No,No,30,No,No,Fiber optic,Yes,No internet service,Yes,No,No internet service,No,Month-to-month,Yes,Mailed check,119.87,4814.48,No
C0877,Female,1,No,Yes,32,Yes,Yes,Fiber optic,Yes,No,No internet service,No,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),35.82,2181.3,No
C0878,Female,1,No,Yes,48,No,No,No,No,No,No internet service,No internet service,Yes,No internet service,One year,Yes,Electronic check,52.23,4443.41,No
C0879,Female,0,No,Yes,54,Yes,No,DSL,Yes,Yes,Yes,No internet service,No,Yes,Two year,No,Electronic check,35.55,144.87,No
C0880,Male,0,Yes,No,27,Yes,Yes,Fiber optic,No,No,Yes,Yes,No internet service,Yes,One year,No,Bank transfer (automatic),65.38,5801.04,No
C0881,Female,0,Yes,Yes,71,No,Yes,DSL,Yes,No internet service,Yes,No internet service,No,No internet service,Two year,Yes,Credit card (automatic),60.73,5228.47,Yes
C0882,Male,0,No,No,36,No,No phone service,No,Yes,No,No,No,No internet service,No internet service,Two year,No,Bank transfer (automatic),68.11,202.88,No
C0883,Male,1,Yes,Yes,12,Yes,Yes,DSL,Yes,Yes,No internet service,No,No internet service,No,Two year,Yes,Mailed check,112.65,6947.89,No
C0884,Female,1,Yes,Yes,1,Yes,Yes,No,Yes,Yes,Yes,No internet service,No,No,Two year,Yes,Electronic check,66.79,6493.38,No
C0885,Female,0,Yes,Yes,15,No,Yes,DSL,No internet service,No,No internet service,Yes,No internet service,No,Two year,No,Mailed check,70.49,2632.35,Yes
C0886,Male,1,No,Yes,50,No,No phone service,DSL,No internet service,No,Yes,No,No internet service,Yes,Two year,Yes,Mailed check,108.44,5407.26,Yes
C0887,Male,0,Yes,Yes,39,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No,Month-to-month,No,Mailed check,101.41,5119.86,No
C0888,Male,0,Yes,Yes,24,No,Yes,No,No,No internet service,Yes,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),42.45,1232.46,Yes
C0889,Male,0,Yes,No,35,Yes,No phone service,DSL,Yes,No,No internet service,Yes,Yes,No,Month-to-month,No,Credit card (automatic),19.32,1657.23,No
C0890,Male,0,Yes,No,60,No,Yes,DSL,No internet service,No,No,No,Yes,No internet service,Two year,Yes,Credit card (automatic),82.21,5812.95,No
C0891,Female,0,No,No,41,Yes,No,No,No,No internet service,Yes,Yes,Yes,No internet service,One year,Yes,Electronic check,104.17,7936.39,No
C0892,Female,1,Yes,Yes,5,Yes,Yes,DSL,No internet service,Yes,Yes,Yes,Yes,No internet service,Two year,No,Electronic check,74.39,4906.04,No
C0893,Female,1,No,Yes,4,Yes,No phone service,DSL,No,No,No internet service,Yes,No internet service,No internet service,One year,No,Mailed check,39.54,4834.19,No
C0894,Female,0,Yes,No,35,No,No phone service,No,No,No,No,No,No,No internet service,One year,Yes,Bank transfer (automatic),93.62,5503.15,No
C0895,Female,1,No,No,29,No,No phone service,DSL,No,No internet service,No,No internet service,No,No internet service,One year,Yes,Bank transfer (automatic),86.29,3754.99,No
